"","Designated Qualified Opportunity Zones","","",""
"Virginia","Alexandria","51510200102","Low-Income Community","2011-2015"
"Virginia","Alexandria","51510200104","Low-Income Community","2011-2015"
"Virginia","Alexandria","51510200303","Low-Income Community","2011-2015"
"Virginia","Alexandria","51510201203","Low-Income Community","2011-2015"
"Virginia","Bristol","51520020100","Low-Income Community","2011-2015"
"Virginia","Bristol","51520020400","Low-Income Community","2011-2015"
"Virginia","Buena Vista","51530930600","Low-Income Community","2011-2015"
"Virginia","Charlottesville","51540000401","Low-Income Community","2011-2015"
"Virginia","Charlottesville","51540000501","Low-Income Community","2011-2015"
"Virginia","Chesapeake","51550020300","Low-Income Community","2011-2015"
"Virginia","Chesapeake","51550020500","Low-Income Community","2011-2015"
"Virginia","Chesapeake","51550021403","Low-Income Community","2011-2015"
"Virginia","Covington","51580060200","Low-Income Community","2011-2015"
"Virginia","Danville","51590000300","Low-Income Community","2011-2015"
"Virginia","Danville","51590000400","Low-Income Community","2011-2015"
"Virginia","Danville","51590000500","Low-Income Community","2011-2015"
"Virginia","Danville","51590000600","Low-Income Community","2011-2015"
"Virginia","Emporia","51595890100","Low-Income Community","2011-2015"
"Virginia","Franklin","51620090200","Low-Income Community","2011-2015"
"Virginia","Fredericksburg","51630000200","Low-Income Community","2011-2015"
"Virginia","Fredericksburg","51630000500","Low-Income Community","2011-2015"
"Virginia","Galax","51640070101","Low-Income Community","2011-2015"
"Virginia","Galax","51640070102","Low-Income Community","2011-2015"
"Virginia","Hampton","51650010313","Low-Income Community","2011-2015"
"Virginia","Hampton","51650010314","Low-Income Community","2011-2015"
"Virginia","Hampton","51650010502","Low-Income Community","2011-2015"
"Virginia","Hampton","51650010601","Low-Income Community","2011-2015"
"Virginia","Harrisonburg","51660000101","Low-Income Community","2011-2015"
"Virginia","Harrisonburg","51660000302","Low-Income Community","2011-2015"
"Virginia","Hopewell","51670820300","Low-Income Community","2011-2015"
"Virginia","Hopewell","51670820600","Low-Income Community","2011-2015"
"Virginia","Lexington","51678930500","Low-Income Community","2011-2015"
"Virginia","Lynchburg","51680000500","Low-Income Community","2011-2015"
"Virginia","Lynchburg","51680000600","Low-Income Community","2011-2015"
"Virginia","Lynchburg","51680001400","Low-Income Community","2011-2015"
"Virginia","Lynchburg","51680001600","Low-Income Community","2011-2015"
"Virginia","Manassas","51683910201","Low-Income Community","2011-2015"
"Virginia","Martinsville","51690000100","Low-Income Community","2011-2015"
"Virginia","Martinsville","51690000200","Low-Income Community","2011-2015"
"Virginia","Newport News","51700030100","Low-Income Community","2011-2015"
"Virginia","Newport News","51700030400","Low-Income Community","2011-2015"
"Virginia","Newport News","51700030800","Low-Income Community","2011-2015"
"Virginia","Newport News","51700032113","Low-Income Community","2011-2015"
"Virginia","Newport News","51700032128","Low-Income Community","2011-2015"
"Virginia","Newport News","51700032225","Low-Income Community","2011-2015"
"Virginia","Newport News","51700032400","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710001100","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710002500","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710002600","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710002700","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710002900","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710003501","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710004100","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710004200","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710004700","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710004800","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710005000","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710005701","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710006502","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710006800","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710006901","Low-Income Community","2011-2015"
"Virginia","Norfolk","51710007001","Low-Income Community","2011-2015"
"Virginia","Norton","51720960100","Low-Income Community","2011-2015"
"Virginia","Petersburg","51730810100","Low-Income Community","2011-2015"
"Virginia","Petersburg","51730811200","Low-Income Community","2011-2015"
"Virginia","Petersburg","51730811300","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740210200","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740210500","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740211400","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740211700","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740211800","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740211900","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740212000","Low-Income Community","2011-2015"
"Virginia","Portsmouth","51740212100","Low-Income Community","2011-2015"
"Virginia","Radford","51750010102","Low-Income Community","2011-2015"
"Virginia","Radford","51750010200","Low-Income Community","2011-2015"
"Virginia","Richmond","51760020200","Low-Income Community","2011-2015"
"Virginia","Richmond","51760020300","Low-Income Community","2011-2015"
"Virginia","Richmond","51760020500","Low-Income Community","2011-2015"
"Virginia","Richmond","51760021100","Low-Income Community","2011-2015"
"Virginia","Richmond","51760030200","Low-Income Community","2011-2015"
"Virginia","Richmond","51760040200","Low-Income Community","2011-2015"
"Virginia","Richmond","51760060200","Low-Income Community","2011-2015"
"Virginia","Richmond","51760060700","Low-Income Community","2011-2015"
"Virginia","Richmond","51760060800","Low-Income Community","2011-2015"
"Virginia","Richmond","51760060900","Low-Income Community","2011-2015"
"Virginia","Richmond","51760061000","Low-Income Community","2011-2015"
"Virginia","Roanoke","51770000601","Low-Income Community","2011-2015"
"Virginia","Roanoke","51770000602","Low-Income Community","2011-2015"
"Virginia","Roanoke","51770001100","Non-LIC Contiguous","2011-2015"
"Virginia","Roanoke","51770001200","Low-Income Community","2011-2015"
"Virginia","Salem","51775010100","Low-Income Community","2011-2015"
"Virginia","Staunton","51790000200","Low-Income Community","2011-2015"
"Virginia","Staunton","51790000300","Low-Income Community","2012-2016"
"Virginia","Suffolk","51800065400","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810040200","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810041002","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810044200","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810044805","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810044806","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810045407","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810045408","Low-Income Community","2011-2015"
"Virginia","Virginia Beach","51810045604","Low-Income Community","2011-2015"
"Virginia","Waynesboro","51820003200","Low-Income Community","2011-2015"
"Virginia","Williamsburg","51830370200","Low-Income Community","2011-2015"
"Virginia","Winchester","51840000100","Low-Income Community","2011-2015"
"Washington","Adams","53001950200","Low-Income Community","2011-2015"
"Washington","Asotin","53003960300","Low-Income Community","2011-2015"
"Washington","Benton","53005010901","Low-Income Community","2011-2015"
"Washington","Benton","53005011300","Low-Income Community","2011-2015"
"Washington","Chelan","53007961000","Low-Income Community","2011-2015"
"Washington","Chelan","53007961100","Low-Income Community","2011-2015"
"Washington","Chelan","53007961200","Non-LIC Contiguous","2011-2015"
"Washington","Clallam","53009000200","Low-Income Community","2011-2015"
"Washington","Clallam","53009000300","Low-Income Community","2011-2015"
"Washington","Clallam","53009000400","Low-Income Community","2011-2015"
"Washington","Clallam","53009000700","Low-Income Community","2011-2015"
"Washington","Clallam","53009000800","Low-Income Community","2011-2015"
"Washington","Clallam","53009000900","Low-Income Community","2011-2015"
"Washington","Clallam","53009001500","Non-LIC Contiguous","2011-2015"
"Washington","Clallam","53009002100","Low-Income Community","2011-2015"
"Washington","Clallam","53009002300","Non-LIC Contiguous","2011-2015"
"Washington","Clallam","53009940000","Low-Income Community","2011-2015"
"Washington","Clark","53011040507","Low-Income Community","2011-2015"
"Washington","Clark","53011040509","Low-Income Community","2011-2015"
"Washington","Clark","53011041009","Low-Income Community","2011-2015"
"Washington","Clark","53011041600","Low-Income Community","2011-2015"
"Washington","Clark","53011042400","Low-Income Community","2011-2015"
"Washington","Clark","53011042500","Non-LIC Contiguous","2011-2015"
"Washington","Clark","53011042600","Low-Income Community","2011-2015"
"Washington","Columbia","53013960200","Low-Income Community","2011-2015"
"Washington","Cowlitz","53015000300","Low-Income Community","2011-2015"
"Washington","Cowlitz","53015001100","Low-Income Community","2011-2015"
"Washington","Douglas","53017950300","Low-Income Community","2011-2015"
"Washington","Ferry","53019940000","Low-Income Community","2011-2015"
"Washington","Ferry","53019970100","Low-Income Community","2011-2015"
"Washington","Ferry","53019970200","Low-Income Community","2011-2015"
"Washington","Franklin","53021020100","Low-Income Community","2011-2015"
"Washington","Garfield","53023970300","Low-Income Community","2011-2015"
"Washington","Grant","53025010800","Low-Income Community","2011-2015"
"Washington","Grays Harbor","53027000200","Low-Income Community","2011-2015"
"Washington","Grays Harbor","53027001000","Low-Income Community","2011-2015"
"Washington","Grays Harbor","53027001500","Low-Income Community","2011-2015"
"Washington","Island","53029970700","Low-Income Community","2011-2015"
"Washington","Jefferson","53031950202","Low-Income Community","2011-2015"
"Washington","Jefferson","53031950400","Low-Income Community","2011-2015"
"Washington","Jefferson","53031950601","Non-LIC Contiguous","2011-2015"
"Washington","Jefferson","53031950702","Low-Income Community","2011-2015"
"Washington","King","53033008600","Low-Income Community","2011-2015"
"Washington","King","53033008700","Low-Income Community","2011-2015"
"Washington","King","53033009000","Low-Income Community","2011-2015"
"Washington","King","53033009100","Low-Income Community","2011-2015"
"Washington","King","53033009200","Low-Income Community","2011-2015"
"Washington","King","53033009300","Low-Income Community","2011-2015"
"Washington","King","53033009400","Low-Income Community","2011-2015"
"Washington","King","53033011001","Low-Income Community","2011-2015"
"Washington","King","53033011101","Low-Income Community","2011-2015"
"Washington","King","53033011800","Low-Income Community","2011-2015"
"Washington","King","53033026100","Low-Income Community","2011-2015"
"Washington","King","53033026801","Low-Income Community","2011-2015"
"Washington","King","53033026802","Low-Income Community","2011-2015"
"Washington","King","53033027200","Low-Income Community","2011-2015"
"Washington","King","53033027300","Low-Income Community","2011-2015"
"Washington","King","53033027900","Low-Income Community","2011-2015"
"Washington","King","53033028000","Low-Income Community","2011-2015"
"Washington","King","53033028100","Low-Income Community","2011-2015"
"Washington","King","53033028200","Low-Income Community","2011-2015"
"Washington","King","53033028402","Low-Income Community","2011-2015"
"Washington","King","53033028403","Low-Income Community","2011-2015"
"Washington","King","53033028802","Low-Income Community","2011-2015"
"Washington","King","53033030006","Low-Income Community","2011-2015"
"Washington","Kitsap","53035080500","Low-Income Community","2011-2015"
"Washington","Kitsap","53035092200","Low-Income Community","2011-2015"
"Washington","Kitsap","53035092300","Low-Income Community","2011-2015"
"Washington","Kittitas","53037975500","Low-Income Community","2011-2015"
"Washington","Kittitas","53037975600","Low-Income Community","2011-2015"
"Washington","Klickitat","53039950100","Low-Income Community","2011-2015"
"Washington","Klickitat","53039950200","Low-Income Community","2011-2015"
"Washington","Lewis","53041971000","Low-Income Community","2011-2015"
"Washington","Lewis","53041971100","Non-LIC Contiguous","2011-2015"
"Washington","Lincoln","53043960400","Low-Income Community","2011-2015"
"Washington","Mason","53045960600","Low-Income Community","2011-2015"
"Washington","Mason","53045961300","Low-Income Community","2011-2015"
"Washington","Okanogan","53047940100","Low-Income Community","2011-2015"
"Washington","Okanogan","53047940200","Low-Income Community","2011-2015"
"Washington","Okanogan","53047970400","Low-Income Community","2011-2015"
"Washington","Okanogan","53047970800","Low-Income Community","2011-2015"
"Washington","Pacific","53049950200","Low-Income Community","2011-2015"
"Washington","Pacific","53049950300","Low-Income Community","2011-2015"
"Washington","Pacific","53049950800","Low-Income Community","2011-2015"
"Washington","Pend Oreille","53051970200","Low-Income Community","2011-2015"
"Washington","Pend Oreille","53051970500","Low-Income Community","2011-2015"
"Washington","Pierce","53053061400","Low-Income Community","2011-2015"
"Washington","Pierce","53053061601","Low-Income Community","2011-2015"
"Washington","Pierce","53053061602","Low-Income Community","2011-2015"
